,IMPAQ Category,Keyword,Title,Authors,Publication Date,Type,Tag,Link
163,PATIENT SAFETY AND ADVERSE EVENTS,adherence,"Michigan Oncology Practices Showed Varying Adherence Rates To Practice Guidelines, But Quality Interventions Improved Care","Douglas W. Blayney, Jane Severson, C. Jane Martin, Pamela Kadlubek, Thomas Ruane, and Kimberley Harrison",April-2012,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2011.1295
164,PATIENT SAFETY AND ADVERSE EVENTS,adherence,An Integrated Pharmacy-Based Program Improved Medication Prescription And Adherence Rates In Diabetes Patients,"Troyen A. Brennan, Timothy J. Dollear, Min Hu, Olga S. Matlin, William H. Shrank, Niteesh K. Choudhry, and William Grambley",January-2012,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2011.0931
165,PATIENT SAFETY AND ADVERSE EVENTS,adherence,"At Pitney Bowes, Value-Based Insurance Design Cut Copayments And Increased Drug Adherence","Niteesh K. Choudhry, Michael A. Fischer, Jerry Avorn, Sebastian Schneeweiss, Daniel H. Solomon, Christine Berman, Saira Jan, Jun Liu, Joyce Lii, M. Alan Brookhart, John J. Mahoney, and William H. Shrank",November-2010,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2010.0336
166,PATIENT SAFETY AND ADVERSE EVENTS,medication management,Eligibility For And Enrollment In Medicare Part D Medication Therapy Management Programs Varies By Plan Sponsor,"Bruce Stuart, Franklin B. Hendrick, Xian Shen, Mingliang Dai, Sarah E. Tom, J. Samantha Dougherty, and Laura M. Miller",September-2016,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2016.0258
167,PATIENT SAFETY AND ADVERSE EVENTS,medication management,Increasing Medicare Part D Enrollment In Medication Therapy Management Could Improve Health And Lower Costs,"Bruce Stuart, F. Ellen Loh, Pamela Roberto, and Laura M. Miller",July-2013,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2012.0848
168,PATIENT SAFETY AND ADVERSE EVENTS,medication management,In Connecticut: Improving Patient Medication Management In Primary Care,"Marie Smith, Margherita R. Giuliano, and Michael P. Starkowski",April-2011,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2011.0002
169,PATIENT SAFETY AND ADVERSE EVENTS,medical errors,The $17.1 Billion Problem: The Annual Cost Of Measurable Medical Errors,"Jill Van Den Bos, Karan Rustagi, Travis Gray, Michael Halford, Eva Ziemkiewicz, and Jonathan Shreve",April-2011,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2011.0084
170,READMISSIONS,readmissions,Patient Readmission Rates For All Insurance Types After Implementation Of The Hospital Readmissions Reduction Program,"Enrico G. Ferro, Eric A. Secemsky, Rishi K. Wadhera, Eunhee Choi, Jordan B. Strom, Jason H. Wasfy, Yun Wang, Changyu Shen, and Robert W. Yeh",April-2019,RESEARCH ARTICLE,HOSPITALS,https://www.healthaffairs.org/doi/10.1377/hlthaff.2018.05412
171,READMISSIONS,readmissions,Decreases In Readmissions Credited To Medicare’s Program To Reduce Hospital Readmissions Have Been Overstated,"Christopher Ody, Lucy Msall, Leemore S. Dafny, David C. Grabowski, and David M. Cutler",January-2019,RESEARCH ARTICLE,HOSPITALS,https://www.healthaffairs.org/doi/10.1377/hlthaff.2018.05178
172,READMISSIONS,readmissions,The Effect Of The Hospital Readmissions Reduction Program On Readmission And Observation Stay Rates For Heart Failure,"Jordan Albritton, Thomas W. Belnap, and Lucy A. Savitz",October-2018,RESEARCH ARTICLE,HOSPITALS,https://www.healthaffairs.org/doi/10.1377/hlthaff.2018.0064
173,READMISSIONS,readmissions,Reducing Hospital Readmissions Through Preferred Networks Of Skilled Nursing Facilities,"John P. McHugh, Andrew Foster, Vincent Mor, Renée R. Shield, Amal N. Trivedi, Terrie Wetle, Jacqueline S. Zinn, and Denise A. Tyler",September-2017,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.0211
174,READMISSIONS,readmissions,"Most Hospitals Received Annual Penalties For Excess Readmissions, But Some Fared Better Than Others","Michael P. Thompson, Teresa M. Waters, Cameron M. Kaplan, Yu Cao, and Gloria J. Bazzoli",May-2017,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2016.1204
175,READMISSIONS,readmissions,Rethinking Thirty-Day Hospital Readmissions: Shorter Intervals Might Be Better Indicators Of Quality Of Care,"David L. Chin, Heejung Bang, Raj N. Manickam, and Patrick S. Romano",October-2016,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2016.0205
176,READMISSIONS,readmissions,"An Insurer’s Care Transition Program Emphasizes Medication Reconciliation, Reduces Readmissions And Costs","Jennifer M. Polinski, Janice M. Moore, Pavlo Kyrychenko, Michael Gagnon, Olga S. Matlin, Joshua W. Fredell, Troyen A. Brennan, and William H. Shrank",July-2016,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2015.0648
177,READMISSIONS,readmissions,"Readmissions To New York Hospitals Fell For Three Target Conditions From 2008 To 2012, Consistent With Medicare Goals",Kathleen Carey and Meng-Yun Lin,June-2015,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2014.1408
178,READMISSIONS,readmissions,"Medicaid Admissions And Readmissions: Understanding The Prevalence, Payment, And Most Common Diagnoses","Tara Trudnak, David Kelley, Judy Zerzan, Katherine Griffith, H. Joanna Jiang, and Gerry L. Fairbrother",August-2014,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2013.0632
179,READMISSIONS,readmissions,Socioeconomic Status And Readmissions: Evidence From An Urban Teaching Hospital,"Jianhui Hu, Meredith D. Gonsahn, and David R. Nerenz",May-2014,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2013.0816
180,READMISSIONS,readmissions,Adding Socioeconomic Data To Hospital Readmissions Calculations May Produce More Useful Results,"Elna M. Nagasako, Mat Reidhead, Brian Waterman, and W. Claiborne Dunagan",May-2014,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2013.1148
181,READMISSIONS,readmissions,Hospitals With Higher Nurse Staffing Had Lower Odds Of Readmissions Penalties Than Hospitals With Lower Staffing,"Matthew D. McHugh, Julie Berez, and Dylan S. Small",October-2013,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2013.0613
182,READMISSIONS,readmissions,Transitional Care Cut Hospital Readmissions For North Carolina Medicaid Patients With Complex Chronic Conditions,"Carlos T. Jackson, Troy K. Trygstad, Darren A. DeWalt, and C. Annette DuBard",August-2013,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2013.0047
183,READMISSIONS,readmissions,An Early Look At A Four-State Initiative To Reduce Avoidable Hospital Readmissions,"Amy E. Boutwell, Marian Bihrle Johnson, Patricia Rutherford, Sam R. Watson, Nancy Vecchioni, Bruce S. Auerbach, Paula Griswold, Patricia Noga, and Carol Wagner",July-2011,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2011.0111
184,READMISSIONS,hospitalizations,Indianapolis Provider’s Use Of Wraparound Services Associated With Reduced Hospitalizations And Emergency Department Visits,"Joshua R. Vest, Lisa E. Harris, Dawn P. Haut, Paul K. Halverson, and Nir Menachemi",October-2018,RESEARCH ARTICLE,DETERMINANTS OF HEALTH,https://www.healthaffairs.org/doi/10.1377/hlthaff.2018.0075
185,READMISSIONS,hospitalizations,Nursing Facilities Can Reduce Avoidable Hospitalizations Without Increasing Mortality Risk For Residents,"Zhanlian Feng, Melvin J. Ingber, Micah Segelman, Nan Tracy Zheng, Joyce M. Wang, Alison Vadnais, Nicole M. Coomer, and Galina Khatutsky",October-2018,RESEARCH ARTICLE,NURSING HOMES,https://www.healthaffairs.org/doi/10.1377/hlthaff.2018.0379
186,READMISSIONS,hospitalizations,Precision Medicine In Action: The Impact Of Ivacaftor On Cystic Fibrosis–Related Hospitalizations,"Lisa B. Feng, Scott D. Grosse, Ridgely Fisk Green, Aliza K. Fink, and Gregory S. Sawicki",May-2018,RESEARCH ARTICLE,PRECISION MEDICINE,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.1554
187,READMISSIONS,hospitalizations,Innovative Population Health Model Associated With Reduced Emergency Department Use And Inpatient Hospitalizations,"Donald Wesson, Heather Kitzman, Kenneth H. Halloran, and Kristen Tecson",April-2018,RESEARCH ARTICLE,CULTURE OF HEALTH,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.1099
188,READMISSIONS,hospitalizations,Association Of A Regional Health Improvement Collaborative With Ambulatory Care–Sensitive Hospitalizations,"Joseph Tanenbaum, Randall D. Cebul, Mark Votruba, and Douglas Einstadter",February-2018,RESEARCH ARTICLE,DIFFUSION OF INNOVATION,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.1209
189,READMISSIONS,hospitalizations,"Mortality Quadrupled Among Opioid-Driven Hospitalizations, Notably Within Lower-Income And Disabled White Populations",Zirui Song,December-2017,RESEARCH ARTICLE,BEHAVIORAL HEALTH CARE,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.0689
190,READMISSIONS,hospitalizations,Medicare ACO Program Savings Not Tied To Preventable Hospitalizations Or Concentrated Among High-Risk Patients,"J. Michael McWilliams, Michael E. Chernew, and Bruce E. Landon",December-2017,RESEARCH ARTICLE,ACCOUNTABLE CARE,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.0814
191,READMISSIONS,hospitalizations,"Innovative Home Visit Models Associated With Reductions In Costs, Hospitalizations, And Emergency Department Use","Sarah Ruiz, Lynne Page Snyder, Christina Rotondo, Caitlin Cross-Barnet, Erin Murphy Colligan, and Katherine Giuriceo",March-2017,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2016.1305
192,READMISSIONS,hospitalizations,Initiative To Reduce Avoidable Hospitalizations Among Nursing Facility Residents Shows Promising Results,"Melvin J. Ingber, Zhanlian Feng, Galina Khatutsky, Joyce M. Wang, Lawren E. Bercaw, Nan Tracy Zheng, Alison Vadnais, Nicole M. Coomer, and Micah Segelman",March-2017,RESEARCH ARTICLE,AGING & HEALTH,https://www.healthaffairs.org/doi/10.1377/hlthaff.2016.1310
193,READMISSIONS,hospitalizations,"Hospitalizations Related To Opioid Abuse/Dependence And Associated Serious Infections Increased Sharply, 2002–12",Matthew V. Ronan and Shoshana J. Herzig,May-2016,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2015.1424
194,READMISSIONS,hospitalizations,"In Four ACA Expansion States, The Percentage Of Uninsured Hospitalizations For People With HIV Declined, 2012–14",Fred J. Hellinger,December-2015,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2015.0718
195,READMISSIONS,hospitalizations,Federally Qualified Health Center Use Among Dual Eligibles: Rates Of Hospitalizations And Emergency Department Visits,"Brad Wright, Andrew J. Potter, and Amal Trivedi",July-2015,RESEARCH ARTICLE,AGING & HEALTH,https://www.healthaffairs.org/doi/10.1377/hlthaff.2014.0823
196,READMISSIONS,hospitalizations,"In California, Primary Care Continuity Was Associated With Reduced Emergency Department Use And Fewer Hospitalizations","Nadereh Pourat, Anna C. Davis, Xiao Chen, Shelley Vrungos, and Gerald F. Kominski",July-2015,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2014.1165
197,READMISSIONS,hospitalizations,Geographic Variation In Potentially Avoidable Hospitalizations In France,"Gregoire Mercier, Vera Georgescu, and Jean Bousquet",May-2015,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2014.1065
198,READMISSIONS,hospitalizations,Hospitalizations And Costs Associated With Hepatitis C And Advanced Liver Disease Continue To Increase,"Fujie Xu, Xin Tong, and Andrew J. Leidner",October-2014,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2014.0096
199,READMISSIONS,hospitalizations,A Hospital System’s Wellness Program Linked To Health Plan Enrollment Cut Hospitalizations But Not Overall Costs,"Gautam Gowrisankaran, Karen Norberg, Steven Kymes, Michael E. Chernew, Dustin Stwalley, Leah Kemper, and William Peck",March-2013,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2012.0090
200,READMISSIONS,hospitalizations,Smoking Bans Linked To Lower Hospitalizations For Heart Attacks And Lung Disease Among Medicare Beneficiaries,"Mark W. Vander Weg, Gary E. Rosenthal, and Mary Vaughan Sarrazin",December-2012,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2011.0385
201,HOME HEALTH,home health,"Regional Variations: The Use Of Hospitals, Home Health, And Skilled Nursing In Traditional Medicare And Medicare Advantage","Qijuan Li, Momotazur Rahman, Pedro Gozalo, Laura M. Keohane, Marsha R. Gold, and Amal N. Trivedi",August-2018,RESEARCH ARTICLE,MEDICARE,https://www.healthaffairs.org/doi/10.1377/hlthaff.2018.0147
202,HOME HEALTH,home health,A Payer-Guided Approach To Widespread Diffusion Of Behavioral Health Homes In Real-World Settings,"James Schuster, Cara Nikolajski, Jane Kogan, Chaeryon Kang, Patricia Schake, Tracy Carney, Sally C. Morton, and Charles F. Reynolds",February-2018,RESEARCH ARTICLE,DIFFUSION OF INNOVATION,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.1115
203,HOME HEALTH,home health,Racial And Ethnic Disparities Persist At Veterans Health Administration Patient-Centered Medical Homes,"Donna L. Washington, W. Neil Steers, Alexis K. Huynh, Susan M. Frayne, Uchenna S. Uchendu, Deborah Riopelle, Elizabeth M. Yano, Fay S. Saechao, and Katherine J. Hoggatt",June-2017,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.0029
204,HOME HEALTH,home health,Reduced Acute Inpatient Care Was Largest Savings Component Of Geisinger Health System’s Patient-Centered Medical Home,"Daniel D. Maeng, Nazmul Khan, Janet Tomcavage, Thomas R. Graf, Duane E. Davis, and Glenn D. Steele",April-2015,RESEARCH ARTICLE,AGING & HEALTH,https://www.healthaffairs.org/doi/10.1377/hlthaff.2014.0855
205,HOME HEALTH,home health,For-Profit Medicare Home Health Agencies’ Costs Appear Higher And Quality Appears Lower Compared To Nonprofit Agencies,"William Cabin, David U. Himmelstein, Michael L. Siman, and Steffie Woolhandler",August-2014,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2014.0307
206,HOME HEALTH,home health,"Patient-Centered Medical Home Initiative Produced Modest Economic Results For Veterans Health Administration, 2010–12","Paul L. Hebert, Chuan-Fen Liu, Edwin S. Wong, Susan E. Hernandez, Adam Batten, Sophie Lo, Jaclyn M. Lemon, Douglas A. Conrad, David Grembowski, Karin Nelson, and Stephan D. Fihn",June-2014,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2013.0893
207,HOME HEALTH,home health,Nurse-Managed Health Centers And Patient-Centered Medical Homes Could Mitigate Expected Primary Care Physician Shortage,"David I. Auerbach, Peggy G. Chen, Mark W. Friedberg, Rachel Reid, Christopher Lau, Peter I. Buerhaus, and Ateev Mehrotra",November-2013,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2013.0596
208,HOME HEALTH,home health,Results From A Patient-Centered Medical Home Pilot At UPMC Health Plan Hold Lessons For Broader Adoption Of The Model,"Cynthia Napier Rosenberg, Pamela Peele, Donna Keyser, Sandra McAnallen, and Diane Holder",November-2012,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2011.1002
209,HOME HEALTH,home health,Durable Medical Equipment And Home Health Among The Largest Contributors To Area Variations In Use Of Medicare Services,"James D. Reschovsky, Arkadipta Ghosh, Kate A. Stewart, and Deborah J. Chollet",May-2012,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2011.0243
210,HOME HEALTH,home health,A Health Plan Spurs Transformation Of Primary Care Practices Into Better-Paid Medical Homes,J. Lester Feder,March-2011,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2011.0112
211,HOME HEALTH,home health,"Vermont’s Blueprint For Medical Homes, Community Health Teams, And Better Health At Lower Cost",Christina Bielaszka-DuVernay,March-2011,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2011.0169
212,HOME HEALTH,home health,"The Group Health Medical Home At Year Two: Cost Savings, Higher Patient Satisfaction, And Less Burnout For Providers","Robert J. Reid, Katie Coleman, Eric A. Johnson, Paul A. Fishman, Clarissa Hsu, Michael P. Soman, Claire E. Trescott, Michael Erikson, and Eric B. Larson",May-2010,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2010.0158
213,HOME HEALTH,home health,The Future Of Health Information Technology In The Patient-Centered Medical Home,David W. Bates and Asaf Bitton,April-2010,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2010.0007
214,HOME HEALTH,home health,How The Electronic Health Record Did Not Measure Up To The Demands Of Our Medical Home Practice,Rushika Fernandopulle and Neil Patel,April-2010,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2010.0065
215,HOME HEALTH,self-management,Adding A Measure Of Patient Self-Management Capability To Risk Assessment Can Improve Prediction Of High Costs,"Judith H. Hibbard, Jessica Greene, Rebecca Sacks, Valerie Overton, and Carmen D. Parrotta",March-2016,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2015.1031
216,HOME HEALTH,self-management,Peer Support For Self-Management Of Diabetes Improved Outcomes In International Settings,"Edwin B. Fisher, Renée I. Boothroyd, Muchieh Maggy Coufal, Linda C. Baumann, Jean Claude Mbanya, Mary Jane Rotheram-Borus, Boosaba Sanguanprasit, and Chanuantong Tanasugarn",January-2012,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2011.0914
217,HOME HEALTH,home setting,The Invisible Homebound: Setting Quality-Of-Care Standards For Home-Based Primary And Palliative Care,"Bruce Leff, Charlotte M. Carlson, Debra Saliba, and Christine Ritchie",January-2015,RESEARCH ARTICLE,AGING & HEALTH,https://www.healthaffairs.org/doi/10.1377/hlthaff.2014.1008
218,HOME HEALTH,home-based,Home-Based Care Program Reduces Disability And Promotes Aging In Place,"Sarah L. Szanton, Bruce Leff, Jennifer L. Wolff, Laken Roberts, and Laura N. Gitlin",September-2016,RESEARCH ARTICLE,AGING & HEALTH,https://www.healthaffairs.org/doi/10.1377/hlthaff.2016.0140
219,TERMINAL ILLNESS,end-of-life,Changes In End-Of-Life Care In The Medicare Shared Savings Program,"Lauren G. Gilstrap, Haiden A. Huskamp, David G. Stevenson, Michael E. Chernew, David C. Grabowski, and J. Michael McWilliams",October-2018,RESEARCH ARTICLE,END-OF-LIFE CARE,https://www.healthaffairs.org/doi/10.1377/hlthaff.2018.0491
220,TERMINAL ILLNESS,end-of-life,Factors Contributing To Geographic Variation In End-Of-Life Expenditures For Cancer Patients,"Nancy L. Keating, Haiden A. Huskamp, Elena Kouri, Deborah Schrag, Mark C. Hornbrook, David A. Haggstrom, and Mary Beth Landrum",July-2018,RESEARCH ARTICLE,CONSIDERING HEALTH SPENDING,https://www.healthaffairs.org/doi/10.1377/hlthaff.2018.0015
221,TERMINAL ILLNESS,end-of-life,Hospice Use And End-Of-Life Spending Trajectories In Medicare Beneficiaries On Hemodialysis,"Ann M. O’Hare, Susan M. Hailpern, Melissa Wachterman, William Kreuter, Ronit Katz, Yoshio N. Hall, Maria Montez-Rath, Manjula Kurella Tamura, and Kenn B. Daratha",June-2018,RESEARCH ARTICLE,AGING & HEALTH,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.1181
222,TERMINAL ILLNESS,end-of-life,Quality Of End-Of-Life Care Is Higher In The VA Compared To Care Paid For By Traditional Medicare,"Risha Gidwani-Marszowski, Jack Needleman, Vincent Mor, Katherine Faricy-Anderson, Derek B. Boothroyd, Gary Hsin, Todd H. Wagner, Karl A. Lorenz, Manali I. Patel, Vilija R. Joyce, Samantha S. Murrell, Kavitha Ramchandran, and Steven M. Asch",January-2018,RESEARCH ARTICLE,END-OF-LIFE CARE,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.0883
223,TERMINAL ILLNESS,end-of-life,A National Profile Of End-Of-Life Caregiving In The United States,"Katherine A. Ornstein, Amy S. Kelley, Evan Bollens-Lund, and Jennifer L. Wolff",July-2017,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.0134
224,TERMINAL ILLNESS,end-of-life,"Analysis Of End-Of-Life Care, Out-Of-Pocket Spending, And Place Of Death In 16 European Countries And Israel","Martina Orlovic, Joachim Marti, and Elias Mossialos",July-2017,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.0166
225,TERMINAL ILLNESS,end-of-life,Increasing Veterans’ Hospice Use: The Veterans Health Administration’s Focus On Improving End-Of-Life Care,"Susan C. Miller, Orna Intrator, Winifred Scott, Scott T. Shreve, Ciaran S. Phibbs, Bruce Kinosian, Richard M. Allman, and Thomas E. Edes",July-2017,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.0173
226,TERMINAL ILLNESS,end-of-life,End-Of-Life Medical Spending In Last Twelve Months Of Life Is Lower Than Previously Reported,"Eric B. French, Jeremy McCauley, Maria Aragon, Pieter Bakx, Martin Chalkley, Stacey H. Chen, Bent J. Christensen, Hongwei Chuang, Aurelie Côté-Sergent, Mariacristina De Nardi, Elliott Fan, Damien Échevin, Pierre-Yves Geoffard, Christelle Gastaldi-Ménager, Mette Gørtz, Yoko Ibuka, John B. Jones, Malene Kallestrup-Lamb, Martin Karlsson, Tobias J. Klein, Grégoire de Lagasnerie, Pierre-Carl Michaud, Owen O’Donnell, Nigel Rice, Jonathan S. Skinner, Eddy van Doorslaer, Nicolas R. Ziebarth, and Elaine Kelly",July-2017,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.0174
227,TERMINAL ILLNESS,end-of-life,Approximately One In Three US Adults Completes Any Type Of Advance Directive For End-Of-Life Care,"Kuldeep N. Yadav, Nicole B. Gabler, Elizabeth Cooney, Saida Kent, Jennifer Kim, Nicole Herbst, Adjoa Mante, Scott D. Halpern, and Katherine R. Courtright",July-2017,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.0175
228,TERMINAL ILLNESS,end-of-life,Applying Quality Indicators For Administrative Databases To Evaluate End-Of-Life Care For Cancer Patients In Belgium,"Robrecht De Schreye, Tinne Smets, Lieven Annemans, Luc Deliens, Birgit Gielen, Cindy De Gendt, and Joachim Cohen",July-2017,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.0199
229,TERMINAL ILLNESS,end-of-life,"Innovative Oncology Care Models Improve End-Of-Life Quality, Reduce Utilization And Spending","Erin Murphy Colligan, Erin Ewald, Sarah Ruiz, Michelle Spafford, Caitlin Cross-Barnet, and Shriram Parashuram",March-2017,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2016.1303
230,TERMINAL ILLNESS,end-of-life,Longer Periods Of Hospice Service Associated With Lower End-Of-Life Spending In Regions With High Expenditures,"Shiyi Wang, Sylvia H. Hsu, Siwan Huang, Pamela R. Soulos, and Cary P. Gross",February-2017,RESEARCH ARTICLE,AGING & HEALTH,https://www.healthaffairs.org/doi/10.1377/hlthaff.2016.0683
231,TERMINAL ILLNESS,end-of-life,Innovation Can Improve And Expand Aspects Of End-Of-Life Care In Low- And Middle-Income Countries,"Mark R. Steedman, Thomas Hughes-Hallett, Felicia Marie Knaul, Alexander Knuth, Omar Shamieh, and Ara Darzi",September-2014,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2014.0379
232,TERMINAL ILLNESS,end-of-life,Advance Directives And Nursing Home Stays Associated With Less Aggressive End-Of-Life Care For Patients With Severe Dementia,"Lauren H. Nicholas, Julie P.W. Bynum, Theodore J. Iwashyna, David R. Weir, and Kenneth M. Langa",April-2014,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2013.1258
233,TERMINAL ILLNESS,end-of-life,A New Medicare End-Of-Life Benefit For Nursing Home Residents,"Haiden A. Huskamp, David G. Stevenson, Michael E. Chernew, and Joseph P. Newhouse",January-2010,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2009.0523
234,TERMINAL ILLNESS,hospice care,Corporate Investors Increased Common Ownership In Hospitals And The Postacute Care And Hospice Sectors,"Annabelle C. Fowler, David C. Grabowski, Robert J. Gambrel, Haiden A. Huskamp, and David G. Stevenson",September-2017,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.0591
235,TERMINAL ILLNESS,hospice care,Nearly Half Of All Medicare Hospice Enrollees Received Care From Agencies Owned By Regional Or National Chains,"David G. Stevenson, Jesse B. Dalton, David C. Grabowski, and Haiden A. Huskamp",January-2015,RESEARCH ARTICLE,AGING & HEALTH,https://www.healthaffairs.org/doi/10.1377/hlthaff.2014.0599
236,TERMINAL ILLNESS,palliative care,Palliative Care Leadership Centers Are Key To The Diffusion Of Palliative Care Innovation,"J. Brian Cassel, Brynn Bowman, Maggie Rogers, Lynn H. Spragens, Diane E. Meier, and",February-2018,RESEARCH ARTICLE,DIFFUSION OF INNOVATION,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.1122
237,TERMINAL ILLNESS,palliative care,Few Hospital Palliative Care Programs Meet National Staffing Recommendations,"Joanne Spetz, Nancy Dudley, Laura Trupin, Maggie Rogers, Diane E. Meier, and Tamara Dumanovsky",September-2016,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2016.0113
238,TERMINAL ILLNESS,palliative care,Palliative Care Teams’ Cost-Saving Effect Is Larger For Cancer Patients With Higher Numbers Of Comorbidities,"Peter May, Melissa M. Garrido, J. Brian Cassel, Amy S. Kelley, Diane E. Meier, Charles Normand, Lee Stefanis, Thomas J. Smith, and R. Sean Morrison",January-2016,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2015.0752
239,TERMINAL ILLNESS,palliative care,The Invisible Homebound: Setting Quality-Of-Care Standards For Home-Based Primary And Palliative Care,"Bruce Leff, Charlotte M. Carlson, Debra Saliba, and Christine Ritchie",January-2015,RESEARCH ARTICLE,AGING & HEALTH,https://www.healthaffairs.org/doi/10.1377/hlthaff.2014.1008
240,TERMINAL ILLNESS,palliative care,Raising The Standard: Palliative Care In Nursing Homes,"Diane E. Meier, Betty Lim, and Melissa D.A. Carlson",January-2010,RESEARCH ARTICLE,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2009.0912
241,TERMINAL ILLNESS,advanced planning,"The Alzheimer’s Study Group’s Recommendations Five Years Later: Planning Has Advanced, But Agenda Remains Unfinished",Robert Egge,April-2014,ANALYSIS & COMMENTARY,,https://www.healthaffairs.org/doi/10.1377/hlthaff.2013.1377
242,RURAL HEALTH,rural health,Medicaid Expansion And Community Health Centers: Care Quality And Service Use Increased For Rural Patients,"Megan B. Cole, Brad Wright, Ira B. Wilson, Omar Galárraga, and Amal N. Trivedi",June-2018,RESEARCH ARTICLE,PRIMARY CARE,https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.1542
